,image,odometer_type,mileage,width,height,class,xmin,ymin,xmax,ymax
30,00000032-PHOTO-2020-11-20-20-44-35.jpg,1,117074,900,1600,odometer,365.27,687.0,520.74,781.11
31,00000033-PHOTO-2020-11-20-20-53-22.jpg,1,315529,1200,1600,odometer,482.52,820.29,643.06,919.15
32,00000034-PHOTO-2020-11-20-20-53-22.jpg,1,127.8,1200,1600,odometer,303.1,792.55,479.75,903.31
33,00000035-PHOTO-2020-11-20-20-53-22.jpg,1,216894,788,1599,odometer,338.51,727.04,486.43,807.03
34,00000036-PHOTO-2020-11-20-20-53-22.jpg,1,175.6,1536,864,odometer,680.66,439.28,1049.66,684.08
35,00000037-PHOTO-2020-11-20-20-53-22.jpg,1,184440,1536,864,odometer,677.06,520.28,1035.26,757.88
36,00000038-PHOTO-2020-11-20-20-53-22.jpg,1,117074,900,1600,odometer,364.6,686.28,521.38,783.56
37,00000039-PHOTO-2020-11-20-20-53-54.jpg,1,64856,1200,1600,odometer,546.05,669.13,718.2,768.3
38,00000040-PHOTO-2020-11-20-20-56-26.jpg,0,201280,900,1600,odometer,205.0,446.67,678.33,566.67
39,00000041-PHOTO-2020-11-20-22-30-21.jpg,0,244830,768,1024,odometer,250.75,424.61,442.75,475.81
40,00000042-PHOTO-2020-11-20-22-30-21.jpg,0,5490,800,1600,odometer,187.83,729.9,459.37,801.02
41,00000044-PHOTO-2020-11-20-22-30-50.jpg,1,189390,1600,1200,odometer,883.75,652.5,1233.75,815.0
42,00000045-PHOTO-2020-11-20-22-59-59.jpg,1,230592,1200,1600,odometer,205.0,743.33,981.67,1103.33
43,00000046-PHOTO-2020-11-20-22-59-59.jpg,1,278282,769,1600,odometer,186.33,393.33,466.33000000000004,550.0
44,00000047-PHOTO-2020-11-20-22-59-59.jpg,1,189.8,769,1600,odometer,216.33,433.33,486.33000000000004,590.0
45,00000048-PHOTO-2020-11-20-23-40-17.jpg,1,159131,1024,768,odometer,568.72,265.52,1021.52,492.88
46,00000051-PHOTO-2020-11-21-09-54-07.jpg,1,315542,1200,1600,odometer,444.36,798.01,612.93,904.06
47,00000052-PHOTO-2020-11-21-09-54-07.jpg,1,0,1200,1600,odometer,451.74,821.29,616.87,924.4
48,00000053-PHOTO-2020-11-21-09-54-07.jpg,1,230592,1200,1600,odometer,165.0,600.0,1051.7,1010.0
49,00000054-PHOTO-2020-11-21-09-56-40.jpg,1,148503,1600,787,odometer,561.33,470.5,857.9,624.7
50,00000055-PHOTO-2020-11-21-10-15-21.jpg,1,159162,1600,1200,odometer,611.2,480.0,1348.7,817.5
51,00000056-PHOTO-2020-11-21-10-15-31.jpg,1,216895,788,1599,odometer,330.29,730.75,492.98,819.07
52,00000057-PHOTO-2020-11-21-10-19-56.jpg,1,25287,900,1600,odometer,293.83,696.64,545.0,807.5
53,00000058-PHOTO-2020-11-21-10-21-59.jpg,0,4362,900,1600,odometer,339.09,757.71,633.8,830.27
54,00000059-PHOTO-2020-11-21-10-23-05.jpg,0,8324,900,1600,odometer,219.87,768.19,416.01,817.03
55,00000060-PHOTO-2020-11-21-10-23-05.jpg,1,64856,900,1600,odometer,334.7,686.03,520.7,796.5
56,00000061-PHOTO-2020-11-21-10-32-28.jpg,1,278282,898,1600,odometer,285.0,435.2,556.6,577.5
57,00000063-PHOTO-2020-11-21-10-32-39.jpg,0,1686,1200,1600,odometer,255.03,873.0,518.48,940.57
58,00000064-PHOTO-2020-11-21-10-35-18.jpg,0,2173,899,1599,odometer,216.96,753.58,407.55,832.6
59,00000065-PHOTO-2020-11-21-10-56-14.jpg,0,287,898,1600,odometer,287.33,846.67,600.67,930.0
60,00000066-PHOTO-2020-11-21-10-56-14.jpg,0,53007,1544,1544,odometer,215.36,853.31,410.56,1212.68
61,00000067-PHOTO-2020-11-21-10-56-14.jpg,1,115335,899,1599,odometer,356.23,645.73,632.9,766.22
62,00000068-PHOTO-2020-11-21-10-56-14.jpg,0,5284,900,1600,odometer,396.84,937.14,701.97,1017.15
63,00000069-PHOTO-2020-11-21-10-56-36.jpg,0,18723,1024,768,odometer,291.04,390.26,426.79,421.07
64,00000070-PHOTO-2020-11-21-10-56-36.jpg,0,18723,479,1024,odometer,148.17,471.04,300.58,531.17
65,00000071-PHOTO-2020-11-21-12-34-10.jpg,1,30796,1600,1201,odometer,224.5,13.9,1243.3,836.9
66,00000072-PHOTO-2020-11-21-12-34-10.jpg,0,4385,1200,1600,odometer,312.95,1086.89,498.36,1134.0
67,00000073-PHOTO-2020-11-21-12-34-10.jpg,0,5520,800,1600,odometer,175.12,681.96,501.44,771.98
68,00000074-PHOTO-2020-11-21-12-34-10.jpg,0,244929,768,1024,odometer,223.66,458.07,378.7,499.51
69,00000075-PHOTO-2020-11-21-12-34-10.jpg,1,189401,1600,1200,odometer,858.13,723.9,1197.71,883.65
70,00000076-PHOTO-2020-11-21-12-34-10.jpg,0,420353,1200,1599,odometer,248.54,742.9,601.7,836.2
71,00000077-PHOTO-2020-11-21-12-34-10.jpg,0,36938,1200,1600,odometer,367.53,931.77,605.98,986.69
72,00000078-PHOTO-2020-11-21-13-34-20.jpg,0,32139,800,1600,odometer,257.39,823.6,515.55,903.47
73,00000079-PHOTO-2020-11-21-20-47-37.jpg,1,217071,788,1599,odometer,319.83,586.5,477.1,670.94
74,00000080-PHOTO-2020-11-21-20-47-37.jpg,1,278407,769,1600,odometer,214.4,552.94,460.25,689.32
75,00000081-PHOTO-2020-11-21-20-47-37.jpg,1,125.5,769,1600,odometer,274.34,531.77,524.4,675.77
76,00000082-PHOTO-2020-11-21-20-47-37.jpg,1,315703,1200,1600,odometer,547.91,698.05,717.17,809.81
77,00000083-PHOTO-2020-11-21-20-47-37.jpg,1,160.6,1200,1600,odometer,438.53,831.15,600.03,932.36
78,00000084-PHOTO-2020-11-21-20-47-37.jpg,1,117217,900,1600,odometer,412.5,792.37,561.74,884.1
79,00000085-PHOTO-2020-11-21-20-47-37.jpg,1,230799,1200,1600,odometer,78.33,743.33,938.33,1123.33
80,00000086-PHOTO-2020-11-21-20-48-57.jpg,1,115359,766,1024,odometer,189.9,563.3,650.7,778.75
81,00000087-PHOTO-2020-11-21-20-48-57.jpg,1,162042,1024,576,odometer,305.0,329.96,633.8,477.6
82,00000087-PHOTO-2020-12-16-20-22-51.jpg,1,220050,1080,1920,odometer,372.32,776.67,559.02,876.15
83,00000088-PHOTO-2020-11-21-20-48-57.jpg,0,6164,512,1024,odometer,90.35,368.81,354.4100000000001,432.3
84,00000089-PHOTO-2020-11-21-20-48-57.jpg,0,245616,768,1024,odometer,252.18,264.33,433.77,315.53
85,00000089-PHOTO-2020-12-16-20-30-00.jpg,1,235320,1200,1600,odometer,95.0,656.67,978.33,1066.67
86,00000090-PHOTO-2020-12-16-20-38-45.jpg,1,283877,769,1600,odometer,226.54,435.62,482.36,581.36
87,00000091-PHOTO-2020-11-21-20-48-57.jpg,0,420769,768,1024,odometer,194.37,537.13,333.09,589.52
88,00000091-PHOTO-2020-12-16-20-38-46.jpg,1,253.1,769,1600,odometer,207.7,333.68,471.28,481.75
89,00000093-PHOTO-2020-11-21-20-48-57.jpg,0,3403,575,1024,odometer,207.2,476.86,468.65,558.31
90,00000093-PHOTO-2020-12-16-21-43-49.jpg,1,210.1,900,1600,odometer,267.65,760.62,642.73,987.23
91,00000094-PHOTO-2020-11-21-20-48-57.jpg,0,2172,768,1024,odometer,168.71,561.0,429.34000000000003,627.0
92,00000095-PHOTO-2020-11-21-20-48-57.jpg,1,25329,472,1024,odometer,142.5,458.88,295.31,529.83
93,00000095-PHOTO-2020-12-17-10-07-03.jpg,1,318269,1200,1600,odometer,469.42,835.25,633.77,939.1
94,00000096-PHOTO-2020-11-21-20-55-38.jpg,1,1239,900,1600,odometer,99.31,642.52,600.8,941.51
95,00000096-PHOTO-2020-12-17-10-07-04.jpg,1,0,1200,1600,odometer,477.56,877.18,644.45,981.08
96,00000097-PHOTO-2020-11-21-21-03-10.jpg,1,1239,900,1600,odometer,98.33,643.33,601.67,950.0
97,00000097-PHOTO-2020-12-17-10-18-15.jpg,1,235320,1200,1600,odometer,461.84,767.0,692.8,870.9
98,00000098-PHOTO-2020-11-21-21-18-22.jpg,0,9063,768,1024,odometer,192.71,511.13,416.48,642.3
99,00000098-PHOTO-2020-12-17-10-41-48.jpg,1,283954,898,1600,odometer,262.98,465.9,542.1,608.5
100,00000100-PHOTO-2020-11-21-21-18-22.jpg,0,18723,479,1024,odometer,147.72,470.86,301.32,530.16
101,00000100-PHOTO-2020-12-17-10-50-00.jpg,1,220050,899,1599,odometer,352.82,740.39,501.31,815.3
102,00000101-PHOTO-2020-11-21-22-04-30.jpg,0,9063,768,1024,odometer,193.66,511.64,415.71,639.39
103,00000101-PHOTO-2020-12-17-11-04-50.jpg,1,119462,900,1600,odometer,429.75,738.62,579.63,830.35
104,00000102-PHOTO-2020-12-17-18-58-17.jpg,1,119556,900,1600,odometer,327.46,753.97,476.85,845.93
105,00000103-PHOTO-2020-11-21-22-04-30.jpg,0,18723,479,1024,odometer,148.44,470.31,301.83,530.26
106,00000103-PHOTO-2020-12-17-19-27-21.jpg,1,157.1,1536,864,odometer,784.49,366.16,1170.78,604.15
107,00000104-PHOTO-2020-11-21-22-04-30.jpg,1,189462,1024,768,odometer,595.9,367.7,808.09,462.22
108,00000104-PHOTO-2020-12-17-19-27-26.jpg,1,318387,1200,1600,odometer,524.07,794.37,677.83,891.27
109,00000105-PHOTO-2020-11-21-22-04-30.jpg,0,53367,1024,1024,odometer,210.2,305.1,534.5,401.1
110,00000105-PHOTO-2020-12-17-19-27-28.jpg,1,117.6,1200,1600,odometer,401.68,847.28,558.9,946.82
111,00000106-PHOTO-2020-11-21-22-04-30.jpg,1,26456,1024,461,odometer,431.05,219.8,597.25,300.24
112,00000106-PHOTO-2020-12-17-19-27-48.jpg,1,188156,1536,864,odometer,774.26,261.08,1188.26,516.68
113,00000108-PHOTO-2020-11-21-22-04-30.jpg,0,38080,768,1024,odometer,134.36,483.65,339.4,603.68
114,00000108-PHOTO-2020-12-17-20-21-48.jpg,1,220242,1080,1920,odometer,348.65,741.95,537.53,846.44
115,00000109-PHOTO-2020-11-21-22-36-12.jpg,1,148641,504,1024,odometer,23.92,449.41,117.19,642.91
116,00000110-PHOTO-2020-11-21-22-36-12.jpg,1,30858,769,1024,odometer,9.6,0.0,730.3,516.4
117,00000111-PHOTO-2020-11-22-00-14-07.jpg,1,64972,768,1024,odometer,312.24,344.24,441.87,426.54
118,00000112-PHOTO-2020-11-22-00-14-07.jpg,1,159222,1024,768,odometer,460.1,291.28,875.92,475.1
119,00000113-PHOTO-2020-11-22-10-57-28.jpg,1,230799,1200,1600,odometer,255.0,650.0,931.67,966.67
120,00000113-PHOTO-2020-12-17-21-40-52.jpg,1,235551,1200,1600,odometer,391.67,773.33,825.0,976.67
121,00000114-PHOTO-2020-11-22-10-57-28.jpg,1,315703,1200,1600,odometer,466.2,841.1,629.83,945.6
122,00000114-PHOTO-2020-12-18-10-08-47.jpg,1,235552,1200,1600,odometer,460.7,829.0,672.82,924.88
123,00000115-PHOTO-2020-11-22-10-57-28.jpg,1,0,1200,1600,odometer,368.6,893.0,530.1,990.8
124,00000115-PHOTO-2020-12-18-10-11-53.jpg,1,318387,1200,1600,odometer,452.47,845.51,616.2,945.05
125,00000116-PHOTO-2020-11-22-10-57-28.jpg,1,217071,788,1599,odometer,274.7,596.2,454.9,688.1
126,00000116-PHOTO-2020-12-18-10-11-54.jpg,1,0,1200,1600,odometer,440.89,866.8,613.0,972.23
127,00000117-PHOTO-2020-11-22-10-57-28.jpg,1,278407,769,1600,odometer,232.28,351.12,516.78,510.82
128,00000117-PHOTO-2020-12-18-10-20-51.jpg,1,284082,769,1600,odometer,204.1,481.7,449.9,622.84
129,00000119-PHOTO-2020-11-22-10-58-08.jpg,0,9063,900,1600,odometer,161.03,584.0,447.87,650.67
130,00000119-PHOTO-2020-12-18-10-40-13.jpg,1,220242,899,1599,odometer,374.8,658.2,534.2,741.5
131,00000120-PHOTO-2020-11-22-10-58-08.jpg,0,480610,739,1600,odometer,242.54,849.28,423.42,891.92
132,00000120-PHOTO-2020-12-18-11-08-24.jpg,1,119556,900,1600,odometer,443.29,765.56,594.46,858.58
133,00000121-PHOTO-2020-11-22-10-58-08.jpg,0,480610,739,1600,odometer,241.31,849.47,422.19,892.11
134,00000121-PHOTO-2020-12-18-20-35-01.jpg,1,119664,900,1600,odometer,402.48,747.66,551.65,840.38
135,00000122-PHOTO-2020-11-22-10-58-08.jpg,1,15671,1600,1200,odometer,667.32,623.36,1241.67,876.21
136,00000122-PHOTO-2020-12-18-20-35-24.jpg,1,220385,1080,1920,odometer,461.36,800.68,637.08,888.53
137,00000123-PHOTO-2020-11-22-10-58-08.jpg,1,159259,1600,1200,odometer,645.42,440.83,1512.08,867.92
138,00000124-PHOTO-2020-11-22-10-58-08.jpg,0,18934,748,1600,odometer,307.66,824.1,357.72,1002.29
139,00000124-PHOTO-2020-12-18-20-45-49.jpg,1,318501,1200,1600,odometer,520.3,783.93,684.9,887.19
140,00000125-PHOTO-2020-11-22-10-58-08.jpg,0,2172,1200,1600,odometer,448.19,764.58,717.97,826.91
141,00000125-PHOTO-2020-12-18-20-45-50.jpg,1,114.1,1200,1600,odometer,433.24,834.45,597.44,937.63
142,00000126-PHOTO-2020-11-22-10-58-08.jpg,0,2457,899,1599,odometer,205.2,703.0,367.85,769.0
143,00000126-PHOTO-2020-12-18-21-17-15.jpg,1,174.7,1536,864,odometer,707.66,381.68,1062.26,601.28
144,00000127-PHOTO-2020-11-22-10-58-08.jpg,1,25357,738,1600,odometer,264.84,723.46,511.36,832.8
145,00000127-PHOTO-2020-12-18-21-17-27.jpg,1,188331,1536,864,odometer,839.06,374.5,1188.26,590.48
146,00000128-PHOTO-2020-11-22-10-58-08.jpg,1,148682,1600,787,odometer,789.2,472.2,1112.5,626.3
147,00000129-PHOTO-2020-11-22-10-58-08.jpg,0,3403,898,1600,odometer,213.5,1072.41,613.1,1188.5
148,00000129-PHOTO-2020-12-18-21-48-31.jpg,1,284322,769,1600,odometer,212.82,535.39,479.5,687.34
149,00000130-PHOTO-2020-11-22-10-58-08.jpg,0,53367,1544,1544,odometer,253.24,434.09,652.68,571.11
150,00000130-PHOTO-2020-12-18-21-48-36.jpg,1,240.2,769,1600,odometer,238.6,386.24,513.76,544.38
151,00000131-PHOTO-2020-11-22-10-58-08.jpg,1,30878,1201,1600,odometer,5.1,16.7,1098.7,1072.6
152,00000132-PHOTO-2020-11-22-10-58-08.jpg,1,26475,1600,721,odometer,746.11,337.73,882.64,398.98
153,00000132-PHOTO-2020-12-18-22-05-04.jpg,1,235763,1200,1600,odometer,217.1,850.93,971.76,1198.15
154,00000133-PHOTO-2020-11-22-12-33-17.jpg,0,245726,1200,1600,odometer,521.95,734.27,749.68,801.25
155,00000133-PHOTO-2020-12-19-10-42-32.jpg,1,235765,1200,1600,odometer,451.07,851.88,671.8,952.01
156,00000134-PHOTO-2020-11-22-12-33-17.jpg,1,162069,1536,864,odometer,747.22,519.18,1026.74,645.92
157,00000134-PHOTO-2020-12-19-10-44-28.jpg,1,318501,1200,1600,odometer,486.23,851.72,651.32,950.87
158,00000135-PHOTO-2020-11-22-12-33-17.jpg,0,38139,899,1600,odometer,260.37,590.71,591.25,756.82
159,00000135-PHOTO-2020-12-19-10-44-29.jpg,1,0,1200,1600,odometer,418.02,786.41,590.12,894.17
160,00000136-PHOTO-2020-11-22-12-33-17.jpg,0,420841,1200,1599,odometer,421.6,1202.32,659.23,1309.42
161,00000136-PHOTO-2020-12-19-10-53-11.jpg,1,220385,899,1599,odometer,372.36,721.46,535.05,805.13
162,00000137-PHOTO-2020-11-22-12-33-17.jpg,0,5847,900,1600,odometer,394.2,897.6,748.11,1018.15
163,00000137-PHOTO-2020-12-19-10-53-46.jpg,1,284324,769,1600,odometer,138.55,427.5,417.63,588.7
164,00000138-PHOTO-2020-11-22-12-33-17.jpg,1,189475,1600,1200,odometer,847.5,730.79,1197.13,901.99
165,00000139-PHOTO-2020-11-22-12-33-17.jpg,0,6195,800,1600,odometer,274.7,633.8,519.4,705.41
166,00000139-PHOTO-2020-12-19-11-10-17.jpg,1,119664,900,1600,odometer,381.66,778.0,531.3,874.09
167,00000140-PHOTO-2020-11-22-12-33-17.jpg,1,115382,1197,1600,odometer,397.68,784.42,924.1400000000001,1016.17
168,00000140-PHOTO-2020-12-19-17-33-53.jpg,1,220460,1200,1599,odometer,275.52,819.73,600.84,999.12
169,00000141-PHOTO-2020-11-22-20-01-26.jpg,0,4802,768,1024,odometer,147.53,528.29,326.54,577.67
170,00000142-PHOTO-2020-11-22-20-01-26.jpg,0,167498,576,1024,odometer,182.72,462.35,416.0,538.89
171,00000142-PHOTO-2020-12-19-17-36-30.jpg,1,122.4,1536,864,odometer,857.06,466.28,1186.46,671.48
172,00000143-PHOTO-2020-11-22-20-01-26.jpg,0,6490,768,1024,odometer,313.3,506.7,605.8,596.79
173,00000143-PHOTO-2020-12-19-17-36-39.jpg,1,188455,1536,864,odometer,846.26,412.28,1188.26,622.88
174,00000144-PHOTO-2020-11-22-20-01-26.jpg,1,115401,766,1024,odometer,211.28,714.75,697.68,934.48
175,00000145-PHOTO-2020-11-22-20-01-26.jpg,1,162146,768,1024,odometer,65.15,369.15,666.75,635.81
176,00000146-PHOTO-2020-11-22-20-01-26.jpg,1,30940,1024,769,odometer,315.5,70.7,931.6,691.7
177,00000146-PHOTO-2020-12-19-17-38-30.jpg,1,1225,900,1600,odometer,65.0,630.0,595.0,950.0
178,00000147-PHOTO-2020-11-22-20-01-26.jpg,1,15750,1024,768,odometer,485.52,391.92,856.88,548.72
179,00000148-PHOTO-2020-12-19-17-40-59.jpg,1,318589,1200,1600,odometer,468.14,821.39,639.61,925.88
180,00000149-PHOTO-2020-11-22-20-01-26.jpg,0,421253,768,1024,odometer,213.96,564.22,345.54,608.87
181,00000149-PHOTO-2020-12-19-17-41-01.jpg,1,87.9,1200,1600,odometer,488.75,822.72,661.78,926.91
182,00000150-PHOTO-2020-11-22-20-02-58.jpg,1,104680,1024,484,odometer,521.1,199.1,896.4,433.95
183,00000150-PHOTO-2020-12-19-17-49-37.jpg,1,235946,1200,1600,odometer,141.67,670.0,1041.67,1086.67
184,00000151-PHOTO-2020-11-22-20-02-58.jpg,1,217210,505,1024,odometer,233.71,435.61,328.11,484.54
185,00000151-PHOTO-2020-12-19-18-17-54.jpg,1,284481,769,1600,odometer,216.9,387.17,490.42999999999995,545.31
186,00000152-PHOTO-2020-11-22-20-02-58.jpg,1,315789,768,1024,odometer,305.57,515.57,413.24,584.48
187,00000152-PHOTO-2020-12-19-18-18-02.jpg,1,156.8,769,1600,odometer,204.91,469.57,469.26,622.29
188,00000153-PHOTO-2020-11-22-20-02-58.jpg,1,85.9,768,1024,odometer,296.07,574.78,401.73,640.24
189,00000154-PHOTO-2020-11-22-20-03-31.jpg,0,5296,1200,1600,odometer,173.83,796.07,510.1,904.58
190,00000154-PHOTO-2020-12-19-18-27-43.jpg,1,119752,900,1600,odometer,389.7,771.56,542.81,867.82
191,00000155-PHOTO-2020-12-20-10-14-25.jpg,1,235946,1200,1600,odometer,464.64,790.56,695.27,891.98
192,00000156-PHOTO-2020-11-22-20-31-57.jpg,0,54134,1024,1024,odometer,103.55,305.15,355.28,375.55
193,00000156-PHOTO-2020-12-20-10-16-33.jpg,1,318590,1200,1600,odometer,491.59,873.39,656.71,974.17
194,00000157-PHOTO-2020-11-22-20-31-57.jpg,0,2663,768,1024,odometer,0.0,490.75,293.41,563.28
195,00000157-PHOTO-2020-12-20-10-16-33.jpg,1,0,1200,1600,odometer,450.24,851.84,621.41,960.68
196,00000158-PHOTO-2020-12-20-10-30-40.jpg,1,220460,899,1599,odometer,293.8,696.82,450.3,778.8
197,00000159-PHOTO-2020-11-22-20-31-57.jpg,0,38854,768,1024,odometer,219.38,373.7,559.74,595.75
198,00000159-PHOTO-2020-12-20-10-44-23.jpg,1,284509,898,1600,odometer,215.74,284.06,498.17,447.04
199,00000160-PHOTO-2020-11-22-20-31-57.jpg,0,5296,768,1024,odometer,110.94,511.82,327.26,578.8
200,00000160-PHOTO-2020-12-20-16-07-25.jpg,1,220560,1200,1599,odometer,378.65,777.7,626.56,917.16
201,00000161-PHOTO-2020-11-22-21-02-40.jpg,0,5296,768,1024,odometer,112.08,510.93,326.41,578.9
202,00000162-PHOTO-2020-11-22-21-02-40.jpg,0,4138,575,1024,odometer,178.2,507.87,354.75,558.45
203,00000162-PHOTO-2020-12-20-16-15-28.jpg,1,49.3,900,1600,odometer,101.43,591.01,629.98,899.65
204,00000163-PHOTO-2020-11-22-21-02-40.jpg,0,54134,1024,1024,odometer,109.35,311.18,351.07,370.72
205,00000164-PHOTO-2020-11-22-21-02-40.jpg,0,2663,768,1024,odometer,0.0,494.86,290.12,564.82
206,00000166-PHOTO-2020-11-22-21-02-40.jpg,0,38854,768,1024,odometer,218.44,374.3,562.1,598.0
207,00000166-PHOTO-2020-12-20-18-45-07.jpg,1,284654,769,1600,odometer,210.69,500.1,465.59,639.64
208,00000167-PHOTO-2020-11-22-21-02-40.jpg,1,159312,1024,768,odometer,517.52,287.9,973.7,505.52
209,00000167-PHOTO-2020-12-20-18-45-13.jpg,1,144.2,769,1600,odometer,178.6,457.64,435.23,596.4
210,00000168-PHOTO-2020-11-22-21-02-40.jpg,0,10003,768,1024,odometer,241.38,488.4,470.0,634.83
211,00000169-PHOTO-2020-11-22-21-02-40.jpg,0,19890,766,1024,odometer,262.46,453.64,491.8,522.95
212,00000169-PHOTO-2020-12-20-18-47-24.jpg,1,0,1200,1600,odometer,600.09,649.54,872.47,808.06
213,00000170-PHOTO-2020-11-22-21-02-40.jpg,0,18934,479,1024,odometer,195.6,526.74,229.6,642.16
214,00000170-PHOTO-2020-12-20-18-47-24.jpg,1,84.9,1600,1200,odometer,696.2,535.0,1596.25,1060.0
215,00000171-PHOTO-2020-11-22-21-04-27.jpg,1,0,747,1328,odometer,400.5,579.9,598.36,694.07
216,00000171-PHOTO-2020-12-20-19-03-29.jpg,1,236096,1200,1600,odometer,185.53,796.6,961.0,1138.08
217,00000172-PHOTO-2020-11-22-21-04-27.jpg,1,89.7,1328,747,odometer,443.8,233.4,944.88,546.17
218,00000172-PHOTO-2020-12-21-10-22-43.jpg,1,236104,1200,1600,odometer,441.9,843.7,659.9,942.21
219,00000173-PHOTO-2020-11-22-21-04-27.jpg,1,191.4,900,1600,odometer,134.49,689.12,627.55,985.42
220,00000173-PHOTO-2020-12-21-10-23-56.jpg,1,318683,1200,1600,odometer,444.1,805.7,612.48,908.03
221,00000174-PHOTO-2020-11-22-23-18-36.jpg,0,246069,768,1024,odometer,242.45,495.58,439.64,542.74
222,00000174-PHOTO-2020-12-21-10-23-56.jpg,1,0,1200,1600,odometer,458.31,824.6,624.98,926.67
223,00000175-PHOTO-2020-11-22-23-18-36.jpg,1,26618,1024,461,odometer,455.51,215.4,622.4,297.9
224,00000175-PHOTO-2020-12-21-10-26-29.jpg,1,284669,769,1600,odometer,195.75,379.61,486.0,533.67
225,00000176-PHOTO-2020-11-22-23-19-09.jpg,1,0,576,1024,odometer,309.1,448.07,458.78,534.07
226,00000177-PHOTO-2020-11-22-23-19-09.jpg,1,89.7,1024,576,odometer,341.0,179.6,727.4,420.8
227,00000178-PHOTO-2020-11-22-23-19-09.jpg,1,191.4,576,1024,odometer,86.3,443.52,400.1,628.7
228,00000178-PHOTO-2020-12-21-10-55-05.jpg,1,220560,899,1599,odometer,408.7,704.2,576.01,788.81
229,00000179-PHOTO-2020-11-22-23-19-09.jpg,1,231126,768,1024,odometer,67.28,372.56,636.88,622.16
230,00000179-PHOTO-2020-12-21-10-59-39.jpg,1,119752,1200,1600,odometer,581.22,740.95,731.9,833.05
231,00000180-PHOTO-2020-11-23-08-20-52.jpg,1,231157,1200,1600,odometer,175.0,496.67,1081.67,903.33
232,00000180-PHOTO-2020-12-21-19-01-47.jpg,1,119843,900,1600,odometer,421.04,755.09,572.99,849.67
