,image,odometer_type,mileage,width,height,boxes,labels,num_obj
13,00000015-PHOTO-2020-11-20-11-21-33.jpg,digital,148380,472,1024,"[[196, 459, 208, 476], [204, 479, 217, 499], [200, 480, 204, 498], [233, 479, 247, 498], [191, 460, 197, 476], [218, 460, 229, 476], [207, 459, 217, 476], [255, 439, 268, 458], [267, 439, 278, 458], [286, 440, 299, 458], [221, 479, 234, 498], [239, 459, 250, 476], [228, 459, 239, 476]]","[4, 0, 1, 4, 1, 3, 8, 8, 9, 6, 2, 0, 8]",13
14,00000016-PHOTO-2020-11-20-11-22-54.jpg,analog,52672,1024,1024,"[[408, 330, 440, 373], [452, 366, 480, 388], [440, 310, 454, 330], [454, 312, 469, 331], [453, 331, 484, 360], [366, 328, 398, 369], [319, 327, 353, 370], [274, 316, 308, 356], [233, 316, 264, 357]]","[7, 3, 5, 0, 2, 6, 2, 5, 0]",9
15,00000017-PHOTO-2020-11-20-11-22-54.jpg,digital,118316,576,1024,"[[246, 429, 252, 447], [228, 427, 241, 447], [216, 427, 229, 447], [212, 428, 218, 446], [200, 427, 207, 446], [251, 427, 264, 447]]","[1, 3, 8, 1, 1, 6]",6
16,00000018-PHOTO-2020-11-20-11-22-54.jpg,digital,115266,576,1024,"[[244, 607, 254, 636], [232, 572, 240, 598], [250, 573, 258, 598], [259, 571, 276, 598], [281, 606, 302, 638], [254, 605, 275, 638], [378, 538, 396, 569], [290, 536, 311, 567], [395, 539, 414, 569], [363, 538, 377, 569], [190, 615, 196, 637], [197, 614, 211, 636], [276, 571, 294, 599], [302, 606, 323, 638], [295, 571, 312, 599], [313, 571, 331, 599], [257, 536, 275, 568]]","[1, 1, 1, 5, 5, 0, 0, 0, 0, 1, 1, 2, 2, 6, 6, 6, 7]",17
17,00000019-PHOTO-2020-11-20-11-22-54.jpg,analog,3782,768,1024,"[[299, 592, 322, 619], [327, 591, 348, 618], [354, 588, 377, 615], [381, 586, 403, 606], [234, 586, 246, 602], [272, 597, 294, 625], [245, 601, 267, 630]]","[3, 7, 8, 2, 0, 0, 0]",7
18,00000020-PHOTO-2020-11-20-11-23-18.jpg,digital,116950,900,1600,"[[477, 761, 497, 789], [408, 804, 417, 833], [508, 806, 530, 836], [485, 806, 507, 836], [497, 762, 518, 789], [463, 805, 485, 835], [440, 805, 462, 834], [431, 805, 440, 833]]","[0, 1, 0, 5, 0, 9, 6, 1]",8
19,00000021-PHOTO-2020-11-20-11-24-23.jpg,analog,4909,1200,1600,"[[622, 785, 658, 835], [349, 783, 389, 835], [403, 780, 443, 833], [456, 778, 498, 828], [513, 779, 552, 829], [567, 777, 607, 829]]","[9, 0, 0, 4, 9, 0]",6
20,00000022-PHOTO-2020-11-20-12-56-34.jpg,digital,30721,1201,1600,"[[848, 633, 979, 785], [517, 636, 653, 795], [776, 638, 835, 790], [447, 638, 506, 785], [442, 891, 531, 983], [553, 890, 635, 979], [651, 887, 736, 980], [803, 888, 842, 975], [337, 892, 425, 986]]","[7, 2, 1, 1, 0, 7, 2, 1, 3]",9
21,00000023-PHOTO-2020-11-20-15-22-22.jpg,digital,26174,1600,721,"[[781, 418, 785, 433], [769, 397, 780, 414], [784, 417, 793, 432], [813, 396, 825, 412], [826, 396, 833, 411], [832, 395, 842, 411], [841, 395, 852, 411], [802, 413, 812, 432], [812, 413, 824, 431], [824, 411, 837, 431], [836, 411, 849, 431], [820, 379, 830, 396], [828, 378, 840, 396], [803, 396, 814, 413]]","[1, 0, 2, 6, 1, 7, 4, 2, 0, 5, 3, 1, 9, 2]",14
22,00000024-PHOTO-2020-11-20-15-22-40.jpg,digital,26188,1600,720,"[[873, 431, 890, 459], [844, 461, 860, 488], [888, 431, 905, 459], [857, 492, 876, 522], [860, 461, 877, 487], [884, 462, 893, 486], [801, 501, 808, 522], [849, 493, 858, 522], [911, 493, 920, 521], [881, 492, 902, 521], [892, 460, 909, 487], [908, 460, 925, 487], [808, 500, 821, 523], [801, 500, 808, 523]]","[2, 2, 0, 0, 6, 1, 1, 1, 1, 4, 8, 8, 3, 1]",14
23,00000025-PHOTO-2020-11-20-19-42-58.jpg,digital,115310,1197,1600,"[[652, 1060, 692, 1119], [644, 1136, 690, 1206], [752, 1134, 800, 1206], [706, 1134, 752, 1205], [775, 1057, 815, 1120], [725, 983, 765, 1050], [693, 1058, 733, 1121], [456, 1061, 493, 1121], [520, 1156, 551, 1207], [686, 983, 727, 1051], [757, 1061, 773, 1117], [504, 1158, 519, 1205], [625, 1140, 645, 1203], [634, 1061, 652, 1119], [594, 1062, 614, 1120]]","[5, 9, 0, 0, 0, 0, 3, 3, 2, 2, 1, 1, 1, 1, 1]",15
24,00000026-PHOTO-2020-11-20-20-21-52.jpg,digital,315529,1200,1600,"[[559, 868, 582, 909], [583, 833, 604, 865], [606, 833, 626, 865], [499, 832, 521, 865], [524, 868, 547, 909], [530, 834, 541, 863], [583, 870, 606, 907], [542, 832, 561, 865], [563, 833, 582, 864]]","[5, 2, 9, 3, 3, 1, 4, 5, 5]",9
25,00000027-PHOTO-2020-11-20-20-21-52.jpg,digital,127,1200,1600,"[[390, 843, 414, 886], [381, 806, 392, 838], [392, 804, 415, 839], [419, 803, 437, 837], [351, 843, 377, 887], [415, 842, 440, 886], [440, 803, 461, 839]]","[5, 1, 2, 7, 3, 5, 8]",7
26,00000028-PHOTO-2020-11-20-20-21-52.jpg,digital,216894,788,1599,"[[393, 775, 409, 801], [413, 776, 428, 801], [385, 743, 409, 772], [354, 774, 370, 800], [413, 741, 438, 775], [452, 778, 468, 801], [382, 775, 391, 799], [354, 739, 379, 774], [444, 741, 468, 777], [432, 777, 448, 801]]","[6, 8, 4, 2, 8, 4, 1, 2, 2, 9]",10
27,00000029-PHOTO-2020-11-20-20-21-52.jpg,digital,175,1536,864,"[[870, 567, 903, 615], [886, 472, 914, 514], [861, 476, 887, 514], [845, 483, 858, 518], [917, 469, 946, 509], [901, 563, 935, 612], [829, 572, 861, 623], [816, 580, 832, 623], [718, 591, 748, 635]]","[5, 5, 7, 1, 6, 9, 9, 1, 0]",9
28,00000030-PHOTO-2020-11-20-20-21-52.jpg,digital,184440,1536,864,"[[822, 558, 849, 593], [850, 555, 877, 591], [879, 552, 906, 588], [818, 648, 849, 697], [890, 641, 922, 689], [859, 644, 890, 690], [707, 661, 735, 706], [906, 548, 934, 587], [780, 562, 792, 597], [806, 653, 818, 697], [794, 558, 820, 597]]","[4, 4, 4, 9, 9, 5, 0, 0, 1, 1, 8]",11
29,00000031-PHOTO-2020-11-20-20-22-09.jpg,analog,8324,768,1024,"[[223, 616, 256, 654], [251, 596, 285, 634], [311, 553, 344, 590], [341, 530, 379, 569], [380, 511, 410, 547], [280, 574, 315, 610], [226, 521, 242, 540], [235, 514, 253, 534], [194, 572, 211, 592], [205, 563, 223, 585], [193, 611, 210, 631], [392, 503, 409, 524]]","[0, 0, 3, 2, 4, 8, 4, 0, 3, 0, 0, 7]",12
30,00000032-PHOTO-2020-11-20-20-44-35.jpg,digital,117074,900,1600,"[[444, 739, 465, 769], [490, 740, 511, 769], [458, 695, 476, 721], [479, 695, 498, 722], [438, 695, 457, 721], [468, 739, 488, 769], [422, 738, 442, 768], [411, 739, 420, 769], [388, 738, 398, 768], [429, 695, 438, 721]]","[0, 4, 4, 2, 2, 7, 7, 1, 1, 1]",10
31,00000033-PHOTO-2020-11-20-20-53-22.jpg,digital,315529,1200,1600,"[[500, 832, 520, 865], [524, 868, 547, 908], [582, 870, 606, 906], [606, 833, 625, 865], [583, 833, 604, 865], [559, 868, 581, 909], [563, 832, 581, 864], [542, 833, 561, 864], [530, 833, 540, 863]]","[3, 3, 4, 9, 2, 5, 5, 5, 1]",9
32,00000034-PHOTO-2020-11-20-20-53-22.jpg,digital,127,1200,1600,"[[389, 843, 414, 886], [351, 843, 376, 887], [440, 803, 461, 838], [418, 803, 437, 836], [392, 804, 415, 838], [381, 806, 391, 837], [416, 843, 440, 887]]","[5, 3, 8, 7, 2, 1, 5]",7
33,00000035-PHOTO-2020-11-20-20-53-22.jpg,digital,216894,788,1599,"[[431, 777, 449, 800], [354, 774, 370, 800], [354, 738, 378, 773], [385, 742, 410, 772], [414, 741, 437, 775], [381, 775, 392, 800], [393, 775, 408, 800], [413, 776, 428, 800], [443, 742, 467, 776], [452, 778, 468, 800]]","[9, 2, 2, 4, 8, 1, 6, 8, 2, 4]",10
34,00000036-PHOTO-2020-11-20-20-53-22.jpg,digital,175,1536,864,"[[844, 481, 858, 519], [719, 590, 747, 634], [870, 568, 903, 617], [901, 563, 934, 613], [826, 574, 861, 623], [815, 579, 829, 624], [916, 469, 945, 511], [887, 473, 915, 514], [860, 475, 886, 514]]","[1, 0, 5, 9, 9, 1, 6, 5, 7]",9
35,00000037-PHOTO-2020-11-20-20-53-22.jpg,digital,184440,1536,864,"[[849, 554, 876, 591], [780, 562, 792, 597], [793, 557, 819, 598], [889, 641, 921, 689], [817, 648, 848, 696], [707, 661, 735, 705], [907, 547, 935, 588], [878, 552, 905, 588], [821, 556, 849, 593], [804, 653, 818, 696], [858, 644, 890, 692]]","[4, 1, 8, 9, 9, 0, 0, 4, 4, 1, 5]",11
36,00000038-PHOTO-2020-11-20-20-53-22.jpg,digital,117074,900,1600,"[[410, 739, 420, 769], [444, 739, 465, 770], [467, 738, 488, 769], [422, 738, 442, 769], [490, 740, 511, 769], [458, 694, 477, 721], [478, 695, 498, 723], [437, 694, 457, 722], [388, 739, 397, 768], [429, 695, 437, 721]]","[1, 0, 7, 7, 4, 4, 2, 2, 1, 1]",10
37,00000039-PHOTO-2020-11-20-20-53-54.jpg,digital,64856,1200,1600,"[[611, 727, 629, 755], [634, 727, 651, 755], [593, 727, 612, 756], [551, 727, 568, 754], [650, 678, 665, 703], [634, 677, 650, 703], [618, 678, 635, 702], [650, 727, 669, 755], [666, 678, 683, 703], [601, 677, 619, 702]]","[0, 3, 2, 3, 5, 8, 4, 6, 6, 6]",10
38,00000040-PHOTO-2020-11-20-20-56-26.jpg,analog,201280,900,1600,"[[306, 469, 356, 541], [620, 476, 670, 543], [396, 466, 423, 539], [542, 477, 592, 546], [228, 469, 280, 544], [461, 468, 517, 540]]","[0, 0, 1, 8, 2, 2]",6
39,00000041-PHOTO-2020-11-20-22-30-21.jpg,analog,244830,768,1024,"[[418, 454, 438, 480], [385, 448, 409, 476], [353, 432, 379, 462], [323, 431, 346, 461], [292, 430, 315, 459], [261, 430, 286, 458]]","[0, 3, 8, 4, 4, 2]",6
40,00000042-PHOTO-2020-11-20-22-30-21.jpg,analog,5490,800,1600,"[[422, 757, 452, 798], [377, 754, 410, 800], [333, 739, 367, 783], [286, 744, 326, 787], [242, 746, 281, 793], [200, 750, 237, 796]]","[0, 9, 4, 5, 0, 0]",6
41,00000044-PHOTO-2020-11-20-22-30-50.jpg,digital,189390,1600,1200,"[[1039, 709, 1062, 745], [1033, 668, 1057, 706], [988, 752, 1013, 794], [1045, 751, 1072, 792], [1072, 751, 1099, 793], [1061, 709, 1084, 744], [1016, 710, 1040, 747], [995, 709, 1018, 746], [984, 711, 996, 745], [1012, 751, 1039, 793], [1083, 708, 1106, 745], [1056, 668, 1079, 707], [908, 711, 930, 746]]","[3, 2, 2, 2, 9, 9, 9, 8, 1, 0, 0, 0, 0]",13
42,00000045-PHOTO-2020-11-20-22-59-59.jpg,digital,230592,1200,1600,"[[453, 877, 500, 953], [398, 875, 450, 952], [600, 879, 652, 956], [650, 881, 701, 956], [640, 786, 690, 872], [688, 788, 736, 872], [592, 786, 643, 870], [565, 975, 620, 1063], [620, 976, 679, 1061], [780, 790, 829, 877], [486, 974, 544, 1061], [552, 879, 600, 956], [500, 878, 551, 955], [329, 994, 373, 1056]]","[3, 2, 9, 2, 0, 8, 2, 5, 8, 5, 8, 5, 0, 2]",14
43,00000046-PHOTO-2020-11-20-22-59-59.jpg,digital,278282,769,1600,"[[259, 462, 282, 495], [285, 463, 303, 494], [326, 463, 346, 494], [369, 463, 390, 494], [331, 499, 353, 538], [365, 500, 377, 538], [305, 499, 328, 538], [348, 463, 368, 494], [304, 463, 324, 495]]","[2, 7, 2, 2, 4, 1, 8, 8, 8]",9
44,00000047-PHOTO-2020-11-20-22-59-59.jpg,digital,189,769,1600,"[[341, 502, 352, 530], [391, 536, 401, 572], [351, 500, 372, 531], [373, 500, 393, 531], [394, 501, 415, 531], [331, 535, 353, 573], [356, 536, 377, 572]]","[1, 1, 8, 9, 8, 8, 4]",7
45,00000048-PHOTO-2020-11-20-23-40-17.jpg,digital,159131,1024,768,"[[813, 416, 827, 462], [828, 414, 863, 464], [755, 351, 787, 397], [821, 352, 853, 398], [745, 412, 778, 464], [724, 351, 753, 396], [869, 356, 884, 397], [805, 356, 820, 397], [707, 353, 724, 395], [706, 412, 743, 462], [787, 291, 820, 344], [819, 292, 851, 344], [597, 348, 628, 394]]","[1, 6, 9, 3, 3, 5, 1, 1, 1, 2, 2, 0, 0]",13
46,00000051-PHOTO-2020-11-21-09-54-07.jpg,digital,315542,1200,1600,"[[552, 847, 575, 888], [530, 847, 553, 889], [467, 811, 486, 846], [576, 809, 596, 841], [532, 810, 550, 843], [510, 810, 529, 845], [497, 813, 507, 843], [480, 850, 490, 889], [555, 810, 574, 840], [491, 848, 514, 890]]","[6, 3, 3, 2, 5, 5, 1, 1, 4, 6]",10
47,00000052-PHOTO-2020-11-21-09-54-07.jpg,digital,0,1200,1600,"[[557, 868, 581, 909], [558, 831, 576, 864], [581, 831, 600, 863], [486, 872, 496, 909], [497, 870, 521, 910], [536, 870, 558, 909]]","[6, 0, 0, 1, 6, 3]",6
48,00000053-PHOTO-2020-11-21-09-54-07.jpg,digital,230592,1200,1600,"[[486, 863, 550, 962], [388, 751, 443, 836], [675, 761, 732, 845], [444, 753, 500, 835], [503, 755, 557, 840], [823, 658, 880, 754], [621, 758, 673, 844], [560, 756, 615, 840], [577, 867, 639, 964], [642, 869, 704, 967], [306, 884, 352, 953]]","[9, 2, 2, 3, 0, 0, 9, 5, 5, 3, 4]",11
49,00000054-PHOTO-2020-11-21-09-56-40.jpg,digital,148503,1600,787,"[[670, 497, 690, 530], [675, 531, 694, 561], [689, 495, 708, 529], [722, 492, 743, 525], [647, 536, 657, 564], [655, 534, 676, 562], [693, 530, 713, 560], [712, 528, 732, 558], [731, 526, 751, 556], [701, 565, 724, 600], [724, 562, 745, 598], [672, 568, 695, 602]]","[8, 8, 9, 0, 1, 4, 5, 0, 3, 2, 3, 9]",12
50,00000055-PHOTO-2020-11-21-10-15-21.jpg,digital,159162,1600,1200,"[[1030, 608, 1076, 675], [930, 521, 976, 597], [982, 702, 1000, 772], [857, 704, 875, 776], [964, 614, 980, 675], [820, 615, 839, 675], [983, 520, 1012, 596], [889, 611, 932, 678], [984, 609, 1027, 675], [841, 611, 886, 679], [877, 701, 928, 776], [1005, 698, 1053, 775]]","[2, 2, 1, 1, 1, 1, 1, 9, 6, 5, 0, 3]",12
51,00000056-PHOTO-2020-11-21-10-15-31.jpg,digital,216895,788,1599,"[[393, 779, 409, 804], [414, 779, 429, 804], [434, 779, 449, 804], [454, 778, 469, 804], [445, 742, 468, 776], [414, 742, 438, 777], [353, 780, 370, 806], [382, 781, 390, 805]]","[6, 8, 9, 5, 0, 0, 2, 1]",8
52,00000057-PHOTO-2020-11-21-10-19-56.jpg,digital,25287,900,1600,"[[386, 706, 405, 737], [417, 707, 436, 736], [421, 737, 439, 763], [481, 705, 494, 738], [376, 769, 386, 797], [421, 769, 430, 798], [329, 776, 335, 797], [334, 775, 349, 797], [386, 767, 405, 798], [494, 707, 511, 738], [510, 708, 528, 738], [372, 737, 389, 763], [388, 738, 405, 764], [405, 737, 421, 764], [439, 737, 455, 763], [428, 768, 449, 799]]","[7, 8, 8, 1, 1, 1, 1, 0, 0, 0, 0, 2, 5, 2, 7, 9]",16
53,00000058-PHOTO-2020-11-21-10-21-59.jpg,analog,4362,900,1600,"[[552, 767, 589, 812], [503, 767, 539, 813], [456, 764, 491, 810], [411, 763, 444, 810], [365, 761, 397, 808], [603, 783, 633, 827]]","[6, 3, 4, 0, 0, 2]",6
54,00000059-PHOTO-2020-11-21-10-23-05.jpg,analog,8324,900,1600,"[[269, 779, 294, 814], [239, 780, 264, 813], [301, 777, 327, 811], [332, 777, 359, 809], [365, 775, 393, 808], [400, 781, 417, 808]]","[0, 0, 8, 3, 2, 4]",6
55,00000060-PHOTO-2020-11-21-10-23-05.jpg,digital,64856,900,1600,"[[406, 750, 424, 778], [445, 749, 463, 777], [428, 750, 446, 777], [345, 753, 362, 779], [410, 702, 427, 722], [443, 700, 458, 723], [395, 701, 411, 725], [458, 699, 474, 722], [426, 701, 443, 723], [398, 753, 407, 777]]","[0, 0, 2, 3, 4, 5, 6, 6, 8, 1]",10
56,00000061-PHOTO-2020-11-21-10-32-28.jpg,digital,278282,898,1600,"[[379, 499, 396, 528], [356, 500, 375, 528], [421, 500, 440, 528], [464, 500, 484, 529], [376, 536, 397, 572], [400, 536, 421, 572], [448, 536, 470, 571], [399, 500, 419, 528], [424, 535, 446, 572], [442, 499, 462, 529]]","[7, 2, 2, 2, 2, 2, 2, 8, 0, 8]",10
57,00000063-PHOTO-2020-11-21-10-32-39.jpg,analog,1686,1200,1600,"[[401, 878, 437, 919], [367, 885, 386, 927], [273, 886, 310, 930], [315, 884, 352, 926], [491, 896, 518, 931], [445, 877, 480, 920]]","[6, 1, 0, 0, 6, 8]",6
58,00000064-PHOTO-2020-11-21-10-35-18.jpg,analog,2173,899,1599,"[[329, 778, 343, 810], [380, 750, 393, 768], [263, 765, 288, 798], [233, 760, 257, 792], [292, 773, 318, 806], [358, 783, 382, 813], [392, 752, 404, 770], [387, 787, 408, 814]]","[1, 6, 0, 0, 2, 7, 0, 3]",8
59,00000065-PHOTO-2020-11-21-10-56-14.jpg,analog,287,898,1600,"[[420, 864, 457, 909], [469, 860, 504, 904], [566, 848, 597, 890], [516, 860, 552, 906], [327, 866, 361, 912], [374, 865, 409, 911]]","[2, 8, 0, 7, 0, 0]",6
60,00000066-PHOTO-2020-11-21-10-56-14.jpg,analog,53007,1544,1544,"[[266, 1034, 323, 1084], [221, 1152, 282, 1202], [291, 977, 350, 1024], [311, 921, 370, 968], [228, 1002, 254, 1024], [299, 875, 326, 895], [238, 1091, 297, 1144], [290, 892, 320, 915], [221, 1023, 248, 1044], [349, 866, 406, 904]]","[3, 0, 0, 0, 0, 0, 5, 5, 4, 7]",10
61,00000067-PHOTO-2020-11-21-10-56-14.jpg,digital,115335,899,1599,"[[484, 726, 504, 756], [374, 691, 390, 717], [479, 692, 498, 718], [497, 692, 515, 718], [435, 693, 443, 718], [454, 694, 462, 718], [498, 657, 510, 688], [449, 727, 457, 754], [395, 734, 402, 755], [478, 658, 496, 688], [402, 734, 415, 755], [457, 726, 477, 756], [505, 726, 525, 756], [462, 692, 478, 718], [516, 692, 533, 718]]","[5, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 0, 0, 5, 5]",15
62,00000068-PHOTO-2020-11-21-10-56-14.jpg,analog,5284,900,1600,"[[420, 942, 455, 990], [467, 943, 503, 990], [516, 945, 554, 990], [565, 947, 603, 992], [614, 948, 652, 993], [666, 982, 700, 1017]]","[0, 0, 5, 2, 8, 4]",6
63,00000069-PHOTO-2020-11-21-10-56-36.jpg,analog,18723,1024,768,"[[298, 394, 317, 417], [411, 403, 427, 421], [389, 392, 407, 414], [365, 391, 383, 416], [343, 392, 361, 414], [326, 394, 335, 417]]","[0, 3, 2, 7, 8, 1]",6
64,00000070-PHOTO-2020-11-21-10-56-36.jpg,analog,18723,479,1024,"[[154, 496, 174, 520], [149, 483, 159, 495], [279, 483, 298, 505], [251, 476, 272, 500], [226, 480, 245, 502], [203, 485, 223, 510], [183, 492, 194, 515]]","[0, 0, 3, 2, 7, 8, 1]",7
65,00000071-PHOTO-2020-11-21-12-34-10.jpg,digital,30796,1600,1201,"[[991, 316, 1106, 456], [618, 367, 670, 520], [688, 354, 817, 511], [852, 327, 971, 480], [654, 603, 734, 706], [544, 626, 623, 727], [764, 583, 839, 671], [868, 567, 941, 663], [966, 547, 1042, 643]]","[8, 1, 0, 5, 0, 3, 7, 9, 6]",9
66,00000072-PHOTO-2020-11-21-12-34-10.jpg,analog,4385,1200,1600,"[[323, 1097, 347, 1128], [354, 1095, 377, 1124], [384, 1094, 408, 1122], [414, 1091, 440, 1120], [446, 1090, 470, 1118], [477, 1088, 497, 1115]]","[0, 0, 4, 3, 8, 5]",6
67,00000073-PHOTO-2020-11-21-12-34-10.jpg,analog,5520,800,1600,"[[406, 703, 446, 755], [351, 699, 392, 748], [461, 701, 498, 752], [297, 703, 337, 752], [245, 710, 285, 763], [191, 716, 231, 768]]","[2, 5, 0, 5, 0, 0]",6
68,00000074-PHOTO-2020-11-21-12-34-10.jpg,analog,244929,768,1024,"[[229, 459, 249, 483], [254, 461, 273, 485], [280, 462, 300, 483], [309, 463, 328, 487], [362, 468, 378, 492], [335, 464, 354, 488]]","[2, 4, 4, 9, 9, 2]",6
69,00000075-PHOTO-2020-11-21-12-34-10.jpg,digital,189401,1600,1200,"[[983, 781, 1006, 816], [1000, 740, 1026, 778], [1025, 740, 1041, 777], [952, 783, 962, 817], [1063, 782, 1073, 813], [970, 827, 982, 864], [962, 782, 984, 816], [1040, 823, 1066, 864], [1006, 782, 1029, 815], [1027, 780, 1051, 816], [980, 824, 1006, 864], [1016, 823, 1041, 863]]","[9, 2, 1, 1, 1, 1, 8, 8, 4, 0, 0, 3]",12
70,00000076-PHOTO-2020-11-21-12-34-10.jpg,analog,420353,1200,1599,"[[491, 763, 535, 816], [324, 755, 371, 807], [381, 757, 425, 811], [436, 761, 481, 815], [548, 765, 587, 817], [272, 756, 312, 809]]","[5, 2, 0, 3, 3, 4]",6
71,00000077-PHOTO-2020-11-21-12-34-10.jpg,analog,36938,1200,1600,"[[423, 939, 452, 975], [576, 951, 603, 984], [500, 937, 528, 974], [463, 936, 490, 970], [538, 938, 567, 972], [386, 940, 414, 978]]","[3, 8, 9, 6, 3, 0]",6
72,00000078-PHOTO-2020-11-21-13-34-20.jpg,analog,32139,800,1600,"[[306, 842, 341, 882], [435, 828, 467, 868], [481, 847, 512, 883], [350, 840, 385, 881], [403, 836, 417, 877], [267, 850, 298, 891]]","[3, 3, 9, 2, 1, 0]",6
73,00000079-PHOTO-2020-11-21-20-47-37.jpg,digital,217071,788,1599,"[[336, 637, 356, 665], [399, 637, 417, 663], [431, 596, 456, 634], [399, 597, 424, 635], [423, 636, 440, 665], [382, 636, 397, 665], [370, 597, 394, 633], [447, 634, 461, 664], [366, 639, 377, 666], [350, 601, 361, 634]]","[2, 0, 0, 6, 7, 7, 7, 1, 1, 1]",10
74,00000080-PHOTO-2020-11-21-20-47-37.jpg,digital,278407,769,1600,"[[299, 611, 316, 639], [358, 613, 377, 641], [363, 646, 385, 681], [340, 645, 360, 680], [337, 613, 357, 640], [317, 612, 336, 640], [321, 644, 338, 679], [381, 613, 398, 642], [275, 610, 296, 639]]","[7, 0, 0, 5, 4, 8, 7, 7, 2]",9
75,00000081-PHOTO-2020-11-21-20-47-37.jpg,digital,125,769,1600,"[[424, 631, 446, 666], [401, 629, 422, 666], [440, 597, 458, 625], [419, 597, 437, 625], [398, 596, 418, 624], [387, 596, 397, 624], [381, 627, 400, 665]]","[0, 5, 5, 5, 2, 1, 7]",7
